庁	成り立ち会意兼形声文字です(广+丁(聽))。「屋根」の象形と「耳の象形と上にまじないの印、十をつけた目の象形と心臓の象形」(「まっすぐな心でよく聞く」の意味)から、政務を聴く家屋を意味し、そこから、「役所」を意味する「庁」という漢字が成り立ちました。※「庁」は「廳」の略字です。※「廳」は「庁」の旧字(以前に使われていた字)です。※「廰」は俗字(世間(人が集まり生活している場)では使われているが、国の規則(決まり)では認められていない漢字)です。
班	成り立ち会意文字です。「刀」の象形と「3つの玉を縦ひもで貫き通した象形×２」から、刃物でわけて天子(君主)が諸侯にしるしの玉をわけあたえる事を意味し、そこから、「わける」を意味する「班」という漢字が成り立ちました。
延	成り立ち会意文字です(廴+正)。「十字路の左半分を取り出しさらにそれをのばした」象形と「国や村の象形と立ち止まる足の象形」(「まっすぐ進む」の意味)から、道がまっすぐ「のびる」を意味する「延」という漢字が成り立ちました。
将	成り立ち会意兼形声文字です(爿+月(肉)+寸)。「長い調理台」の象形と「肉」の象形と「右手の手首に親指をあて脈をはかる」象形から、肉を調理して神にささげる人を意味し、そこから、「統率者」、「ささげる」を意味する「将」という漢字が成り立ちました。※「將」は「将」の旧字(以前に使われていた字)です。※「将」は「將」の略字です。
頂	成り立ち会意兼形声文字です(丁+頁)。「上からみた釘(のちに横から見た釘の象形に変化)」の象形と「人の頭部を強調した」象形から、「頭の最上部」、「いただき」を意味する「頂」という漢字が成り立ちました。
晩	成り立ち会意兼形声文字です(日+免)。「太陽」の象形と「開かれたまた(子宮)の象形と新生児の象形」(子が「ぬけ出る」の意味)から、日の光がぬけ出てしまった時刻、すなわち、「くれ(日暮れ)」を意味する「晩」という漢字が成り立ちました。※「晚」は「晩」の旧字(以前に使われていた字)です。
密	成り立ち形声文字です(宀+必+山)。「屋根・家屋の象形と飾りたれひもの象形と枝のある木に支柱をそえた象形」(「必」は、「閉」に通じ(「閉」と同じ意味を持つようになって)、「とじる」の意味)から、「屋内に閉じこもってひっそり静かにする」の意味)と「山」の象形から、ひっそりしている山を意味し、そこから、「ひそか」を意味する「密」という漢字が成り立ちました。
盟	成り立ち会意兼形声文字です(明+皿)。「太陽の象形と月の象形」(「あかるい・あきらか」の意味)と「食物をもる皿」の象形から、諸侯(国家を治める最高位の人から一定の土地を支配する事を許された人)の間でたがいに疑問とする所をあきらかにさせ、いけにえの血をすすりあって、「ちかう」、「約束する」を意味する「盟」という漢字が成り立ちました。
郷	成り立ち象形文字です。「ごちそうを真ん中にして二人が向き合う」象形から、「むかう」を意味する「郷」という漢字が成り立ちました。(また、「畺(キョウ)」に通じ(同じ読みを持つ「畺」と同じ意味を持つようになって)、「しきられた耕地」、「ふるさと」の意味も表すようになりました。)※「鄕」は俗字(世間(人が集まり生活している場)では使われているが、国の規則(決まり)では認められていない漢字)です。
否	成り立ち会意兼形声文字です(不+口)。「花のめしべの子房」の象形(「しない」の意味)と「口」の象形から、「言葉で否定する」、「いいえ」、「そうではない」を意味する「否」という漢字が成り立ちました。
雲	成り立ち会意兼形声文字です(雨+云)。「天の雲から雨水が滴(したた)り落ちる」象形と「雲が回転する様子を表した」象形から「くも」を意味する「雲」という漢字が成り立ちました。
我	成り立ち象形文字です。「刃先がぎざぎざした矛」の象形から、「ぎざぎざして鋭い」の意味を表しましたが、借りて(同じ読みの部分に当て字として使って)、「われ」、「私」、「自分」を意味する「我」という漢字が成り立ちました。
勤	成り立ち会意兼形声文字です(菫+力)。「腰に玉を帯びた人(腰に帯びた玉の色から黄色の意味)と土地の神を祭る為に柱状に固めた土」の象形(「黄色の粘土」の意味)と「力強い腕」の象形から、力を込めて粘土をねりこむ事を意味し、そこから、「つとめる」を意味する「勤」という漢字が成り立ちました。※「勤」は「勤」の旧字(以前に使われていた字)です。※「勤」は「勤」の略字です。
射	成り立ち甲骨文は「弓に矢をつがえている」象形。篆文は、会意文字。「弓矢の変形と、右手の手首に親指をあて脈をはかる象形(「手」の意味)」から、「弓をいる」を意味する「射」という漢字が成り立ちました。
装	成り立ち形声文字です(壮(壯)+衣)。「寝台を立てて横から見た象形(「寝台」の意味だが、ここでは「ながい」の意味)とまさかり(斧)の象形(「男子」の意味)」(背の高い男の意味だが、ここでは「倉(ソウ)」に通じ(同じ読みを持つ「倉」と同じ意味を持つようになって)、「しまう・かくす」の意味)と「衣服のえりもと」の象形から、「衣服で身をつつむ」、「よそおう」を意味する「装」という漢字が成り立ちました。※「装」は「裝」の略字です。※「裝」は「装」の旧字(以前に使われていた字)です。
厳	成り立ち形声文字です。もとは、「口」の象形×２で、きびしくつじつまを合わせる事を意味し、そこから、「きびしい」を意味する「厳」という漢字が成り立ちました。（「厂+敢」は音を明らかにする為に後で追加されました。)※「厳」は「嚴」の略字です。※「嚴」は「厳」の旧字(以前に使われていた字)です。
痛	成り立ち会意兼形声文字です(疒+甬)。「人が病気で寝台にもたれる」象形(「病気」の意味)と「甬鐘(ようしょう)という筒形の柄のついた鐘」の象形(「筒のように中が空洞である、つきぬける」の意味)から、「身体をつきぬけるようないたみ」を意味する「痛」という漢字が成り立ちました。
難	成り立ち会意文字です。「火などの災いにあって祈るみこ」の象形と「尾の短いずんぐりした小鳥」の象形から、災いにでくわして、鳥をそなえて祈る事を意味し、そこから、「災い」を意味する「難」という漢字が成り立ちました。※「難」は「難」の旧字(以前に使われていた字)です。※「難」は「難」の略字です。
看	成り立ち会意文字です(手+目)。「5本の指のある手」の象形と「人の目」の象形から、「太陽をさえぎって見る」を意味する「看」という漢字が成り立ちました。
賃	成り立ち会意兼形声文字です(任+貝)。「横から見た人の象形とはた糸を巻きつけた象形（持続的に提供される機糸の意味から、「持続的に耐える」の意味)」(「人がになう・負担する」の意味)と「子安貝(貨幣)」の象形から、金品を与えて、仕事をになわせる事を意味し、そこから、「やとう」を意味する「賃」という漢字が成り立ちました。
城	成り立ち会意兼形声文字です(土+成)。金文では、土の部分が「望楼(遠くを見渡すだけに作られた背の高い建物)」の象形でした。のちに、「土地の神を祭る為に柱状に固めた土」の象形(「土」の意味)と「斧のような刃のついた矛の象形と釘の頭からみた象形」(「まさかりで敵を平定する・安定させる」の意味)から、土を盛り上げ、人を入れて安定させる事を意味し、そこから、「しろ」、「きずく」を意味する「城」という漢字が成り立ちました。
雨	成り立ち象形文字です。「天の雲から水滴が滴(したた)り落ちる」象形から「あめ」を意味する「雨・⻗」という漢字が成り立ちました。
層	成り立ち会意兼形声文字です(尸+曽(曾))。「屋根」の象形と「蒸気を発するための器具の上に重ねたこしき(米などを蒸すための土器)から蒸気が発散している」象形(「かさねる」の意味)から、「屋根の積み重なった高殿(高い建物)」、「かさなる」を意味する「層」という漢字が成り立ちました。※「層」は「層」の旧字(以前に使われていた字)です。※「層」は「層」の略字です。
郵	成り立ち会意文字です(垂+阝(邑))。「草・木の花や葉の長く垂れ下がる象形と土地の神を祭る為に柱状に固めた土の象形」(「大地のはてに遠くたれさがった(離れた)土地」の意味)と「特定の場所を示す文字と座りくつろぐ人の象形」(「村」の意味)から、「辺境の地(都会から遠く離れた場所)に設けられた文書を伝達する為の宿場(文書・命令などを運ぶ人馬の中継ぎ場)」を意味する「郵」という漢字が成り立ちました。
系	成り立ち象形文字です。「つながる糸を手でかける」象形から、「つなぐ」、「かける」を意味する「系」という漢字が成り立ちました。
尺	成り立ち象形文字です。「人を横から見た象形または、親指と他の4本の指との間を開いた象形または、ひじの象形」から、「両足の間くらいの長さの単位(1尺=30.3cm)」、「ものさし」、「長さ」、「小さい」、「短い」を意味する「尺」という漢字が成り立ちました。
展	成り立ち会意兼形声文字です(尸+㠭+衣)。「死んで手足を伸ばした人」の象形と「重しと衣服のえりもとの象形」(「衣服に重しをのせて伸ばしひろげる」の意味)から、「伸ばし広げる」を意味する「展」という漢字が成り立ちました。
奮	成り立ち会意文字です(衣+隹+田)。「衣服のえりもと」の象形と「尾の短いずんぐりした小鳥」の象形と「竹かご」の象形から、かごや衣服の中の鳥が、命がけではばたく事を意味し、そこから、「ふるう」、「はばたく」を意味する「奮」という漢字が成り立ちました。(「竹かご」の象形はのちに、「田」に変形しました。)
幼	成り立ち会意兼形声文字です(幺+力)。「糸の先端」の象形（「ちいさい」の意味)と「力強い腕」の象形から、力が小さい事を意味し、そこから、「おさない」を意味する「幼」という漢字が成り立ちました。
閣	成り立ち会意兼形声文字です(門+各)。「左右が両開きになる戸」の象形と「上から下へ向かう足の象形と口の象形」(神霊が降ってくるのをいのる意味から、「至る」の意味だが、ここでは、「外部に突き出す」の意味)から、門の所に突き出てくる扉をとめる「くい」を意味する「閣」という漢字が成り立ちました。
党	成り立ち形声文字です(尚(尙)+黑)。「神の気配を示す文字と家の象形と口の象形」(「強く願う」の意味だが、ここでは「堂」に通じ(「堂」と同じ意味を持つようになって)、「一堂に集まった仲間」の意味)と「上部の煙だしに「すす」がつまり、下部で炎があがる」象形(連帯感を示す色(黒)だと考えられている)から、「村」、「仲間」を意味する「党」という漢字が成り立ちました。※「党」は「黨」の略字です。※「黨」は「党」の旧字(以前に使われていた字)です。
並	成り立ち会意文字です(立+立)。「並び立つ人」の象形から「ならぶ」を意味する「並」という漢字が成り立ちました。※「並」は「竝」の略字です。※「竝」は「並」の旧字(以前に使われていた字)です。
雪	成り立ち会意兼形声文字です(雨+彗)。甲骨文では「雪片」の象形(「ゆき」の意味)でしたが、後に「天の雲から水滴が滴(したた)り落ちる」象形(「雨」の意味)と「先端を揃(そろ)えたほうきを手にする」象形(「ほうきで掃き清める」の意味)から、「雨で洗い清める」、「ゆき」を意味する「雪」という漢字が成り立ちました。また、「毳(セイ=セツ)」に通じ、「ほそく細かい」の意味も表します。)
欲	成り立ち形声文字です(谷+欠)。「左右にせまる谷の象形と谷の口の象形」(「谷の口」の意味だが、ここでは、「容」に通じ(「容」と同じ意味を持つようになって)、「物を入れる」の意味)と「人が口を開けている」象形から、物を口に入れようとする事を意味し、そこから、「ほしい」を意味する「欲」という漢字が成り立ちました。
収	成り立ち会意兼形声文字です。「2本のひもを1つによじりあわす」象形(「まつわる」の意味)と「ボクッという音を表す擬声語と右手の象形」(「手でボクッと打つ・強制する」の意味)から、「物をからめとる」、「手に入れる(おさめる)」を意味する「収」という漢字が成り立ちました。※「収」は「收」の略字です。※「收」は「収」の旧字(以前に使われていた字)です。
垂	成り立ち会意兼形声文字です。「草・木の花や葉の長く垂れ下がる」象形と「土地の神を祭る為に柱状に固めた土」の象形から、「大地の果ての遠くに垂れ下がった辺地(都会から離れた土地)」を意味する「垂」という漢字が成り立ちました。
存	成り立ち形声文字です(在の省略形+子)。「川の氾濫をせきとめる為の良質の木」の象形(災害から人を守って、存在させるものの意味から、「ある」の意味)と「頭部が大きく手足のなよやかな乳児」の象形(「子」の意味だが、ここでは、「孫」に通じ(「孫」と同じ意味を持つようになって)、「ひとすじにつながる」の意味)から、「そのままの状態でつなぎとめておく(たもつ)」を意味する「存」という漢字が成り立ちました。
糖	成り立ち会意兼形声文字です(米+唐)。「横線(穂)と六点(米)」の象形(「米」の意味)と「きねを両手で持ち上げてつき固める」象形と「ある場所」を表す文字から、米を水でつき固めてできる「あめ」を意味する「糖」という漢字が成り立ちました。
翌	成り立ち会意文字です(羽(羽)+立)。「鳥の両翼」の象形と「1線の上に人が立つ」象形から、羽ばたき立つを意味し、そこから、「翌日」、「次の日・年」を意味する「翌」という漢字が成り立ちました。
乱	成り立ち会意兼形声文字です。「糸を上と下からひっぱる」象形(「みだれる」の意味)と「乱れた糸の端」の象形から、「みだれる」、「みだれ」を意味する「乱」とう漢字が成り立ちました。※「乱」は「亂」の俗字(略字)です。※「亂」は「乱」の旧字(以前に使われていた字)です。
尊	成り立ち会意兼形声文字です(酋+寸(廾))。「酒だる」の象形と「両手」の象形から、両手で酒だるをささげて「たっとぶ(とうとぶ・うやまう)」を意味する「尊」という漢字が成り立ちました。(のちに、「廾」は「寸」に変形しました。)
届	成り立ち形声文字です(尸+由(凷))。「死んで手足をのばした人」の象形と「土地の神を祭る為に柱状に固めた土の象形と角ばった土の塊の象形」(「土の塊」の意味だが、ここでは、「詣」に通じ(「詣」と同じ意味を持つようになって)、「いたる」の意味)から、「いたる」、「とどく」を意味する「届」という漢字が成り立ちました。※「届」は「屆」の略字です。※「屆」は「届」の旧字(以前に使われていた字)です。
干	成り立ち象形文字です。「先がふたまたになっている武器」の象形から、「おかす」、「ふせぐ」を意味する「干」という漢字が成り立ちました。
金	成り立ち会意兼形声文字です。「金属の象形とすっぽり覆うさまを表した文字と土地の神を祭る為に柱状に固めた土の象形」から土の中に含まれる「金属」を意味する「金」という漢字が成り立ちました。
座	成り立ち会意兼形声文字です(广+坐)。「屋根」の象形(「家」の意味)と「向かい合う人の象形と土地の神を祭る為に柱状に固めた土の象形」(「すわる」の意味)から、家屋の中の「すわる場所」を意味する「座」という漢字が成り立ちました。
就	成り立ち会意文字です(京+尤)。「高い丘の上に建つ建物」の象形と「犬」の象形から、身分の高い人の家に飼われた番犬を意味し、そこから、「つく」、「つき従う」を意味する「就」という漢字が成り立ちました。
卵	成り立ち象形文字です。「たまご」の象形から、精子と卵子とが引き合って生じる「たまご」を意味する「卵」という漢字が成り立ちました。
専	成り立ち会意文字です(叀+寸)。「糸巻き」の象形と「右手」の象形から、糸を糸巻きに巻きつける事を意味し、それが転じて(派生して・新しい意味が分かれ出て)、1つの中心をめぐる、「もっぱら(一つの事に集中する事)」を意味する「専」という漢字が成り立ちました。※「専」は「專」の略字です。※「專」は「専」の旧字(以前に使われていた字)です。
暖	成り立ち形声文字です(日+爰)。「太陽」の象形と「ある物を上・下から手をさしのべてひく」象形(「引く」の意味だが、ここでは「亘」に通じ(「亘」と同じ意味を持つようになって)、「渡る」の意味)から、日が渡って「あたたかい」を意味する「暖」という漢字が成り立ちました。
矛	成り立ち象形文字です。「長い柄の頭に鋭い刃をつけた武器」の象形から「ほこ」を意味する「矛」という漢字が成り立ちました。
巻	成り立ち会意兼形声文字です。「分散しかけたもの」の象形と「両手」の象形(「両手で持つ」の意味)と「ひざを曲げている人」の象形から、「まるくまく」、「たばねる」を意味する「巻」という漢字が成り立ちました。※「巻」は「卷」の略字です。※「卷」は「巻」の旧字(以前に使われていた字)です。
衆	成り立ち会意文字です(曰(血)+㐺)。「集落(人が住む家屋が集合した場所)」の象形と「多くの人」の象形から、「集落に集まる多くの人」を意味する「衆」という漢字が成り立ちました。(集落の象形は、のちに、「血」に変形しました。)
盛	成り立ち形声文字です(皿+成)。「食物を盛る皿」の象形と「大きな刃のついたまさかりの象形と釘の頭上からみた象形」(「くぎづけする・平定する」の意味だが、ここでは、「盈」に通じ(「盈」と同じ意味を持つようになって)、「みたす」の意味)から、皿に農作物を満たして、神への供え物とする事を意味し、そこから、「もる」、「さかん」を意味する「盛」という漢字が成り立ちました。
課	成り立ち形声文字です(言+果)。「取っ手のある刃物の象形と口の象形」(「(つつしんで)言う」の意味)と「木に実がなる」象形(「木の実」の意味だが、ここでは、「科(カ)」に通じ(「科」と同じ意味を持つようになって)、「区分する」の意味)から、計画的に仕事を区分し、わりあて、その結果をはかる事を意味し、そこから、「はかる」、「わりあてる」を意味する「課」という漢字が成り立ちました。
銀	成り立ち会意兼形声文字です(金+艮)。「金属の象形とすっぽり覆うさまを表した文字と土地の神を祭る為に柱状に固めた土の象形」(土中に含まれる「金属」の意味)と「人の目を強調した」象形(「ふみとどまる」の意味)から、金にならず、「ぎん」に踏みとどまった金属、「ぎん」を意味する「銀」という漢字が成り立ちました。
担	成り立ち①会意兼形声文字です(扌(手)+詹)。「5本の指のある手」の象形と「屋根のむねからひさしに流れる線の象形と音響の分散をあらわした文字と取っ手のある刃物の象形と口の象形」(「くどくど言う」の意味)から、くどくど言うのを「になう」、「引き受ける」を意味する「担」という漢字が成り立ちました。※「担」は「擔」の略字です。※「擔」は「担」の旧字(以前に使われていた字)です。②会意兼形声文字です(扌(手)+旦)。「5本の指のある手」の象形と「太陽に地平線を示す横線を加えた文字」(「夜明け・あらわになる」の意味)から、「あげる」、「かかげる」を意味する「担」という漢字が成り立ちました。
補	成り立ち形声文字です(衤(衣)+甫)。「衣服のえりもと」の象形(「衣服」の意味)と「手にムチを持つ象形(「父」の意味)と甬鐘(ようしょう)という鐘の象形(柄を持って「もちいる」の意味)」(「男子の美称」の意味を持つが、ここでは、「扶(ホ)」に通じ(同じ読みを持つ「扶」と同じ意味を持つようになって)、「手をかし助ける」の意味)から、衣服のほころびを他の布を借りて、「つくろう」、「おぎなう」、「助ける」を意味する「補」という漢字が成り立ちました。
覧	成り立ち会意兼形声文字です(監+見)。「しっかり見開いた目の象形とたらいをのぞきこむ人の象形と水の入ったたらいの象形」(「鏡に映して見る」の意味)と「大きな目の人」の象形(「目で見る」の意味)から、「みる」、「よくみる」、「ながめる」を意味する「覧」という漢字が成り立ちました。※「覧」は「覽」の略字です。※「覽」は「覧」の旧字(以前に使われていた字)です。
裁	成り立ち会意兼形声文字です。「衣服のえりもと」の象形と「川のはんらんをせきとめる為に建てられた良質の木の象形とにぎりの付いた柄の先端に刃のついた矛の象形」(「災害を断ち切る器具」の意味)から、衣服を「断ち切る」を意味する「裁」という漢字が成り立ちました。
聖	成り立ち会意兼形声文字です。「耳」の象形と「口」の象形(「祈りの言葉」の意味と「背伸びした人」の象形から、「神意に耳を傾けよく聞くことのできる人」、「高い学識・人徳を持つ理想的な人)」を意味する「聖」という漢字が成り立ちました。
暮	成り立ち会意兼形声文字です(莫+日)。「草むらの象形と太陽の象形」（太陽が草原に沈むさまから「日暮れ」の意味)と「太陽」の象形から、「日暮れ」を意味する「暮」という漢字が成り立ちました。(「莫」が原字でしたが、禁止の助詞として使われるようになった為、「日」を付し、区別しました。)※原字とは、漢字「A」に複数の意味がある場合、その意味を明らかにする為に、漢字「A」にある文字を加え漢字「B」が作られた際の、漢字「A」の事を言います。
裏	成り立ち会意兼形声文字です(衣+里)。「衣服のえりもと」の象形と「区画された耕地の象形と土地の神を祭る為に柱状に固めた土の象形」(「整ったすじ」の意味)から、衣服のえりもとのすじの内側を意味し、そこから、「うら」、「うち」を意味する「裏」という漢字が成り立ちました。
宝	成り立ち会意兼形声文字です（宀+玉+缶+貝)。「屋根・家屋」の象形と「3つ玉を縦ひもで貫き通した」象形と「酒などの飲み物を入れる腹部の膨らんだ土器」の象形と「子安貝(貨幣)」の象形から、屋内に宝石と貨幣と土器がある事を意味し、そこから、「たから」を意味する「宝」という漢字が成り立ちました。※「宝」は「寶」の略字です。※「寶」は「宝」の旧字(以前に使われていた字)です。
宣	成り立ち会意兼形声文字です(宀+亘)。「屋根・家屋」の象形と「物が旋回する」象形(「めぐりわたる」の意味)から、部屋で、天子が家来に自分の意思をのべ、ゆきわたらせる事を意味し、そこから、「のべる」、「広める」を意味する「宣」という漢字が成り立ちました。
危	成り立ち会意兼形声文字です(ク+厄)。「ひざまずく人」の象形と「削り取られた崖」の象形と「ひざまずく人」の象形から、不安定にひざまずく事を意味し、そこから、「あやうい」、「あぶない」を意味する「危」という漢字が成り立ちました。
銅	成り立ち会意兼形声文字です(金+同)。「金属の象形とすっぽり覆うさまを表した文字と土地の神を祭る為に柱状に固めた土の象形」(土の中に含まれる「金属」の意味)と「上・下の筒の直径の大きさが等しい事を表した」象形(「筒」の意味)から、筒を作る為の金属「どう」を意味する「銅」という漢字が成り立ちました。
段	成り立ち会意文字です。「岩石や崖に区切りをつけた」象形と「手に木のつえを持つ」象形から、岩石やがけに区切りをつけて、次第に高くのぼる事を意味し、そこから、「だん」、「階級」を意味する「段」という漢字が成り立ちました。
冊	成り立ち象形文字です。「文字を書きつける為に、ひもで編んだふだ」の象形から、「文書」、「書物」を意味する「冊」という漢字が成り立ちました。※「册」は「冊」の旧字(以前に使われていた字)です。
臨	成り立ち会意文字です(臥+品)。「しっかり見開いた目」の象形と「のぞきこむ人」の象形と「とりどりの個性を持つ品」の象形から、とりどりの個性を持つ品をのぞき込む事を意味し、そこから、「のぞむ」、「みおろす」を意味する「臨」という漢字が成り立ちました。
朗	成り立ち会意兼形声文字です(良+月)。「穀物の中から特に良いものだけを選び出す器具」の象形(「よい」の意味)と「欠けた月」の象形から、良い月を意味し、そこから、「あかるい」を意味する「朗」という漢字が成り立ちました。※「朖」は本字(本来の字(篆文から始めに出来た漢字)です。※「朖・朗」は「朗」の旧字(以前に使われていた字)です。
握	成り立ち会意兼形声文字です(扌(手)+屋)。「5本指のある手」の象形と「家屋の象形と矢が地面に突きささった象形」(人をつつむ「家・住み家」の意味)から、「手の中につつみこむ」、「にぎる」を意味する「握」という漢字が成り立ちました。
扱	成り立ち形声文字です(扌(手)+及)。「5本の指のある手」の象形と「人の象形と手の象形」(人に手が触れて「追いつく・およぶ」の意味だが、ここでは、「吸(キュウ)」に通じ(同じ読みを持つ「吸」と同じ意味を持つようになって)、「すいこむ」の意味)から、「手で引きこむ」を意味する「扱」という漢字が成り立ちました。
抗	成り立ち会意兼形声文字です(扌(手)+亢)。「5本指のある手」の象形と「盛りあがったのどぼとけ」の象形(「のど・たかぶる」の意味)から、「手を高くあげる」、「こばむ」を意味する「抗」という漢字が成り立ちました。
拓	成り立ち形声文字です(扌(手)+石)。「5本指のある手」の象形と「崖の象形と石の象形」(「石」の意味だが、ここでは「庶」に通じ(「庶」と同じ意味を持つようになって)、「多くのものを集める」の意味)から、「ひろう」を意味する「拓」という漢字が成り立ちました。(また、「拆(せき)」に通じ、「きりひらく」の意味も表します。)
汚	成り立ち会意兼形声文字です。「流れる水」の象形と「弓のそりを正す道具」の象形(「弓なりに曲がる」の意味)から、曲がった水、すなわち、「きたない」を意味する「汚」という漢字が成り立ちました。
汗	成り立ち形声文字です(氵(水)+干)。「流れる水」の象形と「先がふたまたになっている武器」の象形(「おかす・ほす」の意味だが、ここでは、「旱(かん)」に通じ(同じ読みを持つ「旱」と同じ意味を持つようになって)、「ひでり」の意味)から、「ひでりで、あせが出る」を意味する「汗」という漢字が成り立ちました。
田	成り立ち象形文字です。「区画された狩猟地・耕地」の象形から「狩り・田畑」を意味する「田」という漢字が成り立ちました。
況	成り立ち形声文字です(氵(水)+兄)。「流れる水」の象形と「口の象形と人の象形」(弟・妹の世話をやく人、「あに」の意味)だが、ここでは、「様」に通じ(「様」と同じ意味を持つようになって)、「ありさま」の意味)から、「きんきょう」を意味する「況」という漢字が成り立ちました。借りて(同じ読みの部分に当て字として使って)、「まして」、「ここに」等の意味も表すようになりました。
沼	成り立ち会意兼形声文字です(氵(水)+召)。「流れる水」の象形と「刀の象形と口の象形」(神秘の力を持つ刀をささげながら、祈りを唱えて神まねきをするさまから「まねく」の意味)から、河川の流域が変わって、その結果、水をまねき入れたようにできた「ぬま」を意味する「沼」という漢字が成り立ちました。
浸	成り立ち会意兼形声文字です(氵(水)+侵の省略形)。「流れる水」の象形と「ほうきの象形と手の象形」(人がほうきを手にして次第にはきすすむ意味から、「おかす」の意味)から、「水が次第におかす」を意味する「浸」という漢字が成り立ちました。
沢	成り立ち会意兼形声文字です(氵(水)+尺(睪))。「流れる水」の象形と「人の目の象形と手かせの象形」(「罪人を次々と面通しする・たぐりよせる」の意味)から、水や湿気が続く、「さわ(細い川・湿地)」を意味する「沢」という漢字が成り立ちました。※「沢」は「澤」の略字です。※「澤」は「沢」の旧字(以前に使われていた字)です。
沖	成り立ち会意兼形声文字です(氵(水)+中)。「流れる水」の象形と「ある物を1線で貫いた」象形(「なか」の意味)から、水の中を意味し、そこから、「深い」、「おき(岸から離れた水上)」を意味する「沖」という漢字が成り立ちました。
澄	成り立ち会意兼形声文字です(氵(水)+登)。「流れる水」の象形と「上向きの両足の象形と頭がふくらみ脚の長い食器、たかつきの象形と両手の象形」(「のぼる・あげる」の意味)から、水をあげる事を意味し、そこから、「すむ」、「清い」を意味する「澄」という漢字が成り立ちました。
沈	成り立ち会意兼形声文字です(氵(水)+冘)。「流れる水」の象形と「人がまくらに頭をしずめる」象形から、水中に「しずむ」を意味する「沈」という漢字が成り立ちました。
添	成り立ち会意兼形声文字です。「流れる水」の象形と「人の頭部を大きく強調した象形と心臓の象形」(「天に対するときの心」の意味)から、天に対して心が「そう」を意味する「添」という漢字が成り立ちました。
